x,z,vy,f,f2
0.9949034502248072,0.008772376094589394,-0.009759592620189477,-126.97576581932799,2.242389672675889e-10
0.9949074707941488,0.008777716268292863,-0.009760390524979344,-126.9707073402786,7.060764747269214e-10
0.9949114908920058,0.00878305679694,-0.009761181543243552,-126.96562929077312,8.286243493438693e-10
0.9949155105165232,0.008788397681862138,-0.00976196569072378,-126.96050231194228,9.62578854081029e-10
0.9949195296631078,0.008793738926449588,-0.009762742969991784,-126.95532210728322,1.0698417151370034e-09
0.9949235483267654,0.008799080534392802,-0.009763513381714918,-126.95010234618508,9.88286816573965e-10
0.9949275665037752,0.008804422508422203,-0.009764276932706824,-126.94483391076159,9.047376678644782e-10
0.9949315841895652,0.008809764851906626,-0.009765033625706026,-126.93951763691986,8.295278095189743e-10
0.9949356013796404,0.00881510756815495,-0.009765783463851228,-126.93415302399531,7.516035938328065e-10
0.9949396180694589,0.008820450660510038,-0.00976652645007013,-126.92873824155431,6.718011129853976e-10
0.9949436342543062,0.008825794132441667,-0.00976726258649357,-126.92328536163315,5.337856858021979e-10
0.9949476499305934,0.008831137986572256,-0.009767991880665546,-126.91776576065294,6.700278085599954e-10
0.9949516650920606,0.008836482227529042,-0.009768714327354796,-126.91230383522414,5.097267218429915e-10
0.9949556797440506,0.008841826851221235,-0.0097694299769044,-126.9066033289425,3.4346607777852863e-09
0.9949596938642704,0.00884717187431514,-0.009770138747374264,-126.90094488472995,3.4861779912045218e-09
0.9949637074566039,0.00885251729381138,-0.009770840682188468,-126.89523682718351,3.5425971904229625e-09
0.9949677205163836,0.008857863113132816,-0.009771535783838886,-126.88947814321371,3.600615487021145e-09
0.9949717330388452,0.008863209335771845,-0.0097722240543833,-126.88366920925665,3.660235508589819e-09
0.9949757450192596,0.008868555965193096,-0.00977290549606824,-126.87781043788648,3.7164171185228704e-09
0.9949797564529341,0.008873903004830853,-0.00977358011134264,-126.8719002487337,3.77846211953127e-09
0.994983767335028,0.00887925045822862,-0.009774247901970779,-126.86594181655585,3.835081141327923e-09
0.9949877776609956,0.008884598328706184,-0.009774908871148845,-126.8599153579089,3.966215749118146e-09
0.994991787424444,0.008889946620966436,-0.00977556301329442,-126.8538969467362,3.629642192977129e-09
0.9949957966260796,0.008895295334387075,-0.009776210356667769,-126.84745349247255,4.740926685980078e-09
0.9949998052261764,0.008900644498646691,-0.009776850469998578,-126.84158837897571,4.698007756646692e-09
0.9950038132786819,0.008905994073220819,-0.009777484169324495,-126.83536816848404,4.4619735516142954e-09
0.9950078207503974,0.008911344082890236,-0.009778111054326265,-126.8290976601974,4.2375623240432534e-09
0.9950118276365782,0.008916694531109359,-0.00977873112740669,-126.822773543057,3.993977343201156e-09
0.99501583393217,0.008922045421562658,-0.009779344389510487,-126.81639624604296,3.7462578473266106e-09
0.9950198396321572,0.008927396757902838,-0.009779950841800064,-126.80996730547376,3.5010323473737175e-09
0.995023844731666,0.008932748543673626,-0.009780550486137187,-126.80348401523172,3.2458356686594723e-09
0.9950278492255692,0.008938100782606234,-0.009781143323202748,-126.79694717198687,2.9844732223142603e-09
0.9950318531088124,0.008943453478374493,-0.009781729354051902,-126.79035697641142,2.7236657771740398e-09
0.9950358563763586,0.008948806634636436,-0.00978230857984953,-126.78371353925544,2.461520797501015e-09
0.9950398590231804,0.008954160255040675,-0.009782881001829344,-126.77701346496563,2.1831144844518733e-09
0.9950438610439312,0.008959514343471203,-0.00978344661974367,-126.77026217156613,1.9187216933736955e-09
0.9950478624337696,0.008964868903431872,-0.00978400543576191,-126.76345337579895,1.634752003663554e-09
0.995051863187266,0.008970223938863545,-0.009784557449296162,-126.7565942865412,1.3682183833393915e-09
0.9950558632996624,0.008975579453201809,-0.009785102662962135,-126.74966061754795,1.0028521648582621e-09
0.9950598627639302,0.008980935451575836,-0.009785641068681334,-126.74272080220692,1.134315180421734e-09
0.9950638615794359,0.00898629193433619,-0.009786172558014632,-126.73546064232613,1.7982505079782574e-10
0.99506785971617,0.00899164892375823,-0.009786697321841105,-126.7285751060541,6.992387313438768e-09
0.9950718572090976,0.008997006393618785,-0.00978721532426306,-126.72154144421488,7.156308329391377e-09
0.9950758540443088,0.00900236435417343,-0.009787726929565442,-126.71424545788895,3.7318578941473325e-09
0.9950798501972106,0.009007722823637574,-0.00978823133907962,-126.70699244039601,3.631475640097989e-09
0.9950838456717568,0.009013081798927949,-0.009788728596871705,-126.69968354509844,3.5354867135244733e-09
0.9950878404626566,0.009018441283854595,-0.009789219413835351,-126.69231543546192,3.4132665476687894e-09
0.9950918345643056,0.009023801282458105,-0.009789703429455449,-126.68489713675993,3.324483319497973e-09
0.995095827971942,0.009029161798147972,-0.009790180654963595,-126.67740162611805,3.02914123148712e-09
0.9950998206782744,0.009034522836214904,-0.009790651056579851,-126.66999700494357,3.222774818736871e-09
0.9951038126917398,0.009039884390234534,-0.009791114792465494,-126.66227762702701,1.1794469269764543e-09
0.9951078039828144,0.009045246482043709,-0.00979157160318039,-126.65462269743324,1.4142808864297469e-09
0.9951117945574578,0.009050609107056427,-0.00979202161240083,-126.64690819140142,1.6607069209186133e-09
0.9951157844100224,0.009055972269325571,-0.009792464818973721,-126.63913775481687,1.8663048287893425e-09
0.9951197735351998,0.009061335972648028,-0.009792901223366613,-126.63128571985344,2.1479928047848306e-09
0.9951237619252772,0.009066700222605223,-0.009793330814825935,-126.62339344244232,1.7113383601875466e-09
0.9951277495764114,0.009072065021897216,-0.009793753600741443,-126.615444044209,1.1806810004551456e-09
0.995131736483178,0.00907743037439691,-0.009794169581119538,-126.60743507861444,6.352068836698643e-10
0.9951357226399216,0.009082796284145257,-0.00979457875492412,-126.59936645629531,1.016520530910804e-10
0.9951397080409766,0.009088162755187064,-0.009794981121097706,-126.59123799380163,4.493315454845013e-10
0.9951436926806588,0.009093529791577444,-0.009795376678526924,-126.58304884151113,1.0044595791273049e-09
0.995147676553202,0.009098897397428295,-0.009795765425749168,-126.57479995778223,1.5477512308333024e-09
0.9951516596529292,0.009104265576782357,-0.009796147361740849,-126.56649053287914,2.0875605847097822e-09
0.995155641974084,0.009109634333736277,-0.00979652248515068,-126.55811807153114,2.613181738443849e-09
0.9951596235106762,0.009115003672557562,-0.009796890924646256,-126.5496789521422,3.1815280563145223e-09
0.9951636042563728,0.009120373597762802,-0.009797252414017757,-126.54118401176336,4.0370093594291655e-09
0.9951675842058556,0.00912574411311301,-0.009797607085188618,-126.53270500882496,4.9180070267268445e-09
0.9951715633605309,0.009131115217383284,-0.00979795497019314,-126.52424603758934,3.122228349771573e-09
0.9951755417221898,0.00913648690906508,-0.00979829623364986,-126.51509983192278,4.3281049049963085e-09
0.9951795192263072,0.009141859235749878,-0.0097986302091221,-126.50690171257979,4.873549805061545e-09
0.9951834959616891,0.009147232131497594,-0.009798957596025108,-126.49779732771843,5.311330632358995e-09
0.9951874718432594,0.00915260565908666,-0.009799278417309149,-126.4889308722467,4.787058057678528e-09
0.995191446893235,0.009157979801874414,-0.009799592148110794,-126.48000009756457,4.243202382986738e-09
0.9951954211054872,0.009163354564193591,-0.009799899047100087,-126.47100553998892,3.6769995509925025e-09
0.995199394473935,0.009168729950336813,-0.009800199111765513,-126.4619546244756,3.0660012745929713e-09
0.9952033669931928,0.00917410596407913,-0.00980049234283816,-126.45285903023655,2.6347614703018835e-09
0.9952073386589688,0.009179482608383456,-0.009800778795982158,-126.44367019313091,3.0897263805579125e-09
0.995211309462412,0.009184859889576388,-0.009801058306420064,-126.43437097643496,3.3807841768036174e-09
0.9952152793930598,0.009190237815167649,-0.009801331001102923,-126.42490631290279,1.8445243997696065e-09
0.9952192484352762,0.00919561639647656,-0.009801596490060521,-126.41598324733043,5.2249722516795306e-09
0.9952232166398012,0.009200995595846449,-0.009801855914200831,-126.4060777177097,4.235152096728045e-09
0.9952271839142884,0.009206375481175422,-0.009802107732214543,-126.39700959800872,3.1900820513970035e-09
0.9952311503372596,0.00921175599433179,-0.009802353405715959,-126.38692962442177,5.468107408906825e-09
0.9952351158135828,0.009217137205212646,-0.009802591482279722,-126.3775931860638,4.4714029829958965e-09
0.9952390804129762,0.009222519062202702,-0.009802823077631884,-126.36787101466244,3.310174561745124e-09
0.995243044099098,0.009227901591843958,-0.009803047823192364,-126.358073419991,2.8164740401316567e-09
0.995247006864748,0.009233284799198004,-0.009803265678878934,-126.34823496739288,3.323699181723833e-09
0.9952509687059704,0.00923866868693262,-0.00980347666332954,-126.33832432965856,3.884002634159574e-09
0.9952549296158651,0.00924405325987924,-0.009803680770735785,-126.32835354008392,4.7138867922522305e-09
0.99525888958866,0.0092494385220342,-0.009803878259632958,-126.31839294472012,5.563617503707572e-09
0.9952628486251928,0.00925482447252997,-0.009804068382352536,-126.30844574995561,3.6004508345609247e-09
0.9952668067266044,0.009260211110278036,-0.009804252076794556,-126.29780565661068,4.291451813336087e-09
0.9952707638276236,0.009265598482971088,-0.009804428681352409,-126.28811047594891,5.3132367691418845e-09
0.995274720016974,0.009270986525179265,-0.009804598369450005,-126.27750256474215,5.446285268935491e-09
0.9952786752086982,0.009276375299755757,-0.009804761161884936,-126.26712720357928,4.966878232906873e-09
0.9952826294245356,0.009281764790466716,-0.009804917054768929,-126.25668234905771,4.478252344150452e-09
0.9952865826578188,0.009287155001930168,-0.009805066172789638,-126.24616931610572,3.998170019495037e-09
0.9952905349020016,0.009292545938669973,-0.009805208253736682,-126.23558770804613,3.5367555024948263e-09
0.9952944861504976,0.009297937605233678,-0.009805343422803536,-126.22493679297813,3.0719226447341867e-09
0.9952984363966494,0.009303330006215806,-0.00980547167568763,-126.21421634464264,2.612044490395771e-09
0.9953023856337756,0.009308723146222737,-0.009805593008015102,-126.20342641368609,2.1563024555369237e-09
0.9953063338551964,0.009314117029853658,-0.00980570741545908,-126.19256675244488,1.7048556115375556e-09
0.9953102810542068,0.00931951166172111,-0.009805814893611068,-126.18163672124727,1.2420692597266925e-09
0.995314227224038,0.009324907046477902,-0.009805915437812264,-126.17063593119423,8.050012889622283e-10
0.9953181723578828,0.009330303188799887,-0.009806009043263156,-126.1595655696058,3.750961940439576e-10
0.9953221164490422,0.009335700093277263,-0.009806095705695234,-126.14842361113001,7.243680316661374e-11
0.9953260594906242,0.009341097764635813,-0.0098061754199999,-126.13720973163336,5.177560862495984e-10
0.9953300014757032,0.009346496207619605,-0.009806248180954472,-126.1259303740688,9.88455741214103e-10
0.995333942397958,0.009351895426525552,-0.009806313986114085,-126.11459081402992,1.294453692838262e-09
0.9953378822515618,0.009357295425284148,-0.009806372835304838,-126.10316403345745,9.508279501934878e-10
0.9953418210281388,0.009362696209679822,-0.009806424716841695,-126.09166419315468,5.882780099483886e-10
0.9953457587206448,0.009368097784518874,-0.009806469625115034,-126.08009257703701,2.3187786888345341e-10
0.995349695322153,0.009373500154515123,-0.009806507673993305,-126.06844832071705,1.445758876605583e-10
0.9953536308256532,0.009378903324437748,-0.009806538625990116,-126.05673197883254,5.067929390255814e-10
0.9953575652241836,0.009384307299013591,-0.009806562458883249,-126.04494150414064,8.889123512509942e-10
0.9953614985105866,0.009389712083105748,-0.009806579421618564,-126.03307823830929,1.2681913074389115e-09
0.9953654306778285,0.009395117681480998,-0.009806589384221708,-126.02114217304701,1.6427481722293585e-09
0.995369361718871,0.009400524098902328,-0.009806592341346013,-126.00913146320022,2.0295603179614423e-09
0.9953732916264992,0.009405931340254966,-0.00980658828688448,-125.99704680680195,2.4262746847708576e-09
0.9953772203935608,0.009411339410371837,-0.009806577215052866,-125.98488992181014,2.802493962375289e-09
0.995381148013062,0.009416748313963585,-0.009806559120821012,-125.97265288945816,3.232811185155292e-09
0.9953850744772591,0.009422158056279209,-0.009806533995820257,-125.9603568568804,3.487552983283868e-09
0.9953889997804012,0.009427568641114051,-0.009806501840688406,-125.94793582987353,4.207752786649783e-09
0.995392923910502,0.00943298007677965,-0.009806462628081254,-125.9355555794824,3.3950168389820894e-09
0.9953968468712292,0.009438392360229728,-0.009806416146066014,-125.92267522712248,5.6293326798593115e-09
0.9954007686151516,0.009443805525442493,-0.009806362845774613,-125.91036788503769,5.931152980861762e-09
0.9954046891962156,0.009449219532935291,-0.009806302485896132,-125.89768297693205,5.538155382225587e-09
0.995408608578558,0.009454634408286198,-0.009806235059598012,-125.88492376191112,5.1532660325046895e-09
0.9954125267549632,0.009460050156311302,-0.00980616056116848,-125.87208705294373,4.742686695913838e-09
0.9954164437179102,0.009465466782039814,-0.009806078983606031,-125.85917343521594,4.337537881158124e-09
0.9954203594599308,0.009470884290456007,-0.009805990320086977,-125.84618332933373,3.929008255427421e-09
0.9954242739735928,0.009476302686510486,-0.009805894564085656,-125.83311698525809,3.5346880311329037e-09
0.9954281872514836,0.009481721975131741,-0.009805791709176238,-125.81997126047912,3.111087649489357e-09
0.9954320992858908,0.009487142161457877,-0.009805681747631507,-125.80675038025451,2.714155085393784e-09
0.9954360100694972,0.0094925632503334,-0.009805564673533782,-125.79345024143998,2.298872009263958e-09
0.9954399195945942,0.009497985246877798,-0.009805440479258295,-125.78007338604242,1.8942159736119604e-09
0.9954438278537104,0.009503408156031918,-0.009805309158279823,-125.76661634814836,1.4656212677606527e-09
0.995447734839042,0.009508831982967756,-0.009805170702637306,-125.75308337440559,1.0566822531500556e-09
0.9954516405431842,0.009514256732562513,-0.009805025106184886,-125.73946873143407,6.2314441092251e-10
0.9954555449581852,0.009519682410078882,-0.0098048723603867,-125.72577817849943,2.2078966588723558e-10
0.9954594480766352,0.009525109020381657,-0.009804712459160049,-125.71200443441074,2.4543654611655093e-10
0.9954633498904304,0.009530536568826305,-0.009804545266918914,-125.69815568437024,6.326168399797411e-10
0.9954672503922392,0.009535965060205345,-0.009804371030993908,-125.68422315218807,1.07583867871864e-09
0.9954711495738944,0.009541394499903249,-0.00980418961554683,-125.67021417438083,1.5357212323887405e-09
0.9954750474279196,0.009546824892799644,-0.009804001014368523,-125.65612224837594,1.91682575173162e-09
0.9954789439462192,0.009552256244210971,-0.009803805218545212,-125.64195248765408,2.328820042228931e-09
0.9954828391211776,0.009557688559100174,-0.009803602221335722,-125.62770019496351,2.766358607312132e-09
0.9954867329447304,0.009563121842743836,-0.009803392014054306,-125.61336809585305,3.18888400174413e-09
0.9954906254090672,0.009568556100227572,-0.00980317458918388,-125.59895145887896,3.6417426861777565e-09
0.9954945165059248,0.009573991336952515,-0.009802949937249256,-125.5844596970916,4.000080279476375e-09
0.9954984062279292,0.009579427557674635,-0.009802718052748505,-125.56986794924269,4.467400053364651e-09
0.9955022945653432,0.009584864768831677,-0.009802478919792091,-125.55520414299255,4.332761199273128e-09
0.9955061815110754,0.009590302974959488,-0.009802232534215551,-125.540463431557,3.980023990322698e-09
0.99551006705757,0.009595742180917176,-0.009801978889847131,-125.52564119403331,3.665752382780801e-09
0.9955139511968292,0.00960118239187147,-0.009801717978604692,-125.51073615467165,3.361592354385303e-09
0.9955178339207296,0.00960662361306948,-0.009801449791900129,-125.49574729862387,3.09310942421047e-09
0.9955217152210472,0.00961206584982084,-0.009801174320745749,-125.48067597128279,2.823765554454539e-09
0.9955255950896812,0.009617509107337751,-0.00980089155674247,-125.46552153637181,2.5789799243476243e-09
0.995529473518466,0.0096229533908693,-0.009800601491251554,-125.45028214449916,2.369630863863849e-09
0.9955333504990568,0.009628398705783291,-0.009800304114890796,-125.43496090822129,2.1563092779726267e-09
0.9955372260233988,0.009633845057230538,-0.009799999419599744,-125.41955458314798,1.9479630797129737e-09
0.9955411000831252,0.009639292450574835,-0.009799687395992414,-125.40406360829893,1.7585323171686415e-09
0.9955449726699064,0.009644740891143824,-0.009799368034892805,-125.3884879934618,1.594749387180739e-09
0.9955488437754092,0.009650190384257792,-0.009799041327153871,-125.3728283874922,1.4315278925922885e-09
0.9955527133913572,0.009655640935186578,-0.009798707263927764,-125.3570831394174,1.2731291464888647e-09
0.9955565815093126,0.009661092549304815,-0.00979836583570218,-125.34125258817524,1.132529589989516e-09
0.9955604481208654,0.009666545231957535,-0.00979801703313392,-125.32533652380415,1.0736189058470557e-09
0.9955643132175808,0.009671998988497108,-0.009797660846819828,-125.3093347300284,8.830931622156922e-10
0.9955681767909984,0.009677453824283585,-0.00979729726729097,-125.29324691919253,7.634485960110603e-10
0.9955720388326263,0.009682909744689529,-0.009796926534646672,-125.27707285108696,6.634687175394231e-10
0.9955758993339447,0.009688366755096694,-0.009796548139816123,-125.26081251716968,5.615387866996283e-10
0.995579758286428,0.009693824860880308,-0.009796162322964274,-125.24446506784659,4.805947927586301e-10
0.9955836156814646,0.0096992840674658,-0.009795769074150858,-125.22803039309936,4.038060692077479e-10
0.9955874715104284,0.009704744380278723,-0.00979536838342062,-125.21150858735996,3.2554093439128526e-10
0.9955913257646964,0.0097102058047311,-0.009794960240881456,-125.19489997818522,2.5698935043953463e-10
0.9955951784356726,0.009715668346205663,-0.009794544636802792,-125.17820263789213,1.9777841051957025e-10
0.995599029514572,0.009721132010207313,-0.009794121560683388,-125.1614180389223,1.4166448156958538e-10
0.9956028789927448,0.009726596802134658,-0.00979369100265675,-125.14454462704737,1.0506289032091431e-10
0.995606726861388,0.009732062727483221,-0.009793252952240409,-125.12758386734068,7.77653310165155e-11
0.9956105731118334,0.009737529791642602,-0.009792807399584751,-125.1106682814477,7.348570937200245e-11
0.9956144177480554,0.009742997991102505,-0.009792354265406292,-125.09339702929891,5.867734888050318e-09
0.9956182607357674,0.00974846734924191,-0.009791893677498928,-125.07616865331049,5.984472926132563e-09
0.9956221020787142,0.00975393786268926,-0.009791425555651484,-125.05885095286231,6.109532859948342e-09
0.995625941768018,0.00975940953693605,-0.00979094988930262,-125.04144219108385,6.225843478054715e-09
0.9956297797946296,0.009764882377582265,-0.009790466667199479,-125.0239464977285,6.338799510276427e-09
0.99563361614989,0.009770356389943318,-0.009789975879817985,-125.00635012540265,6.4973348032039685e-09
0.9956374508238199,0.009775831580247052,-0.009789477635850023,-124.98838662061212,6.279674672541519e-09
0.9956412837809674,0.009781307972537477,-0.00978897156269192,-124.97120489109163,6.4955756816399036e-09
0.9956451150956942,0.009786785514000204,-0.009788458132489294,-124.95274964698616,6.612137778256672e-09
0.99564894464588,0.009792264289263549,-0.0097879368473683,-124.93509971391232,6.563281849131533e-09
0.9956527725081504,0.009797744243957716,-0.009787408065139287,-124.91706011391449,6.471668302179392e-09
0.9956565986448652,0.0098032254035843,-0.009786871651838782,-124.89892085999273,6.272569998571249e-09
0.9956604230461096,0.009808707774251656,-0.009786327592894205,-124.8806978806736,6.300367326140423e-09
0.9956642457034872,0.009814191360996276,-0.009785775880304036,-124.86237951359536,6.19852879181875e-09
0.9956680666074801,0.009819676169624649,-0.00978521650130203,-124.8439694627038,6.11458271705714e-09
0.9956718857489189,0.009825162205687478,-0.009784649444666477,-124.82546632822606,6.026789278574196e-09
0.9956757031184944,0.009830649474820126,-0.009784074698629677,-124.80687051989374,5.935593555567611e-09
0.9956795187069316,0.0098361379826219,-0.0097834922516182,-124.78818193181915,5.842688260963616e-09
0.9956833325049388,0.009841627734690349,-0.009782901845696442,-124.76939950774492,5.7412363733353946e-09
0.9956871445031172,0.009847118736684549,-0.00978230396166754,-124.75052409537966,5.660964933612617e-09
0.9956909546921434,0.009852610994198176,-0.009781698341447164,-124.73155401022241,5.571586657602733e-09
0.9956947630625268,0.009858104512927924,-0.009781084972749715,-124.71249072061032,5.477914486279529e-09
0.9956985696049117,0.00986359929846382,-0.00978046384391227,-124.6933323356113,5.385366514975912e-09
0.9957023743097544,0.009869095356512328,-0.00977983494252495,-124.67407993930227,5.296680229608955e-09
0.9957061771676092,0.009874592692698728,-0.009779198256648207,-124.6547324880455,5.210190941268502e-09
0.9957099781689251,0.009880091312708287,-0.009778553773943469,-124.63529016104314,5.115637617472446e-09
0.9957137773041609,0.009885591222204957,-0.009777901482166463,-124.61575275516688,5.02961476575749e-09
0.9957175745637504,0.009891092426856795,-0.009777241369019222,-124.59611841070404,4.9413487654298025e-09
0.9957213699379426,0.009896594932445544,-0.009776573421470213,-124.57639048566055,4.854015880475229e-09
0.995725163417302,0.009902098744520886,-0.009775897627884016,-124.55656468129801,4.763397176876887e-09
0.9957289549919748,0.009907603868907532,-0.009775213974895863,-124.53664426609228,4.679522876170885e-09
0.9957327446524143,0.009913110311204116,-0.00977452245050231,-124.51662530412085,4.59268455500075e-09
0.9957365323886892,0.009918618077259777,-0.00977382304111886,-124.49651172794486,4.5110225475240586e-09
0.9957403181912398,0.0099241271726538,-0.009773115734790382,-124.4762992824309,4.423349040708149e-09
0.9957441020500908,0.009929637603236636,-0.00977240051785365,-124.4559914590668,4.3393419112570685e-09
0.995747883955596,0.00993514937461816,-0.009771677378093785,-124.43558472361744,4.2559628467469575e-09
0.9957516638977628,0.009940662492631359,-0.00977094630188015,-124.41508187089049,4.168313009527601e-09
0.9957554418668608,0.00994617696291472,-0.009770207276748596,-124.39447904734246,4.084121922929713e-09
0.9957592178527824,0.009951692791350504,-0.009769460288691016,-124.3737785906882,4.015520953652793e-09
0.9957629918456375,0.009957209983656456,-0.009768705324676457,-124.35298063743728,3.941443374259868e-09
0.9957667638355432,0.009962728545530977,-0.009767942371755024,-124.33208342849207,3.856459711351089e-09
0.9957705338124402,0.009968248482777815,-0.009767171416285608,-124.3110870444633,3.781088109825637e-09
0.9957743017662696,0.009973769801184782,-0.009766392444687926,-124.28999247878625,3.7143074754303814e-09
0.995778067687062,0.009979292506463636,-0.009765605443807187,-124.2687977499136,3.636564908449152e-09
0.99578183156465,0.00998481660444576,-0.009764810399713287,-124.24750364841772,3.5593039190627522e-09
0.9957855933889348,0.009990342100899658,-0.009764007298820406,-124.22610896324215,3.4926304372122087e-09
0.9957893531496944,0.009995869001662452,-0.009763196127078379,-124.20461486600605,3.4229700424067118e-09
0.9957931108368128,0.010001397312483336,-0.009762376870934722,-124.18302068265717,3.3598381855309978e-09
0.9957968664401016,0.010006927039144764,-0.009761549516590138,-124.16132487846208,3.292781217124936e-09
0.995800619949217,0.010012458187518548,-0.009760714049650605,-124.13953010198885,3.236852285850853e-09
0.9958043713540641,0.010017990763291722,-0.00975987045681538,-124.11763269279699,3.176146492920622e-09
0.9958081206441868,0.010023524772379798,-0.009759018723331877,-124.09563451568748,3.114549759830508e-09
0.9958118678093024,0.010029060220564727,-0.00975815907776484,-124.07353388592638,3.054848875569968e-09
0.9958156128389578,0.010034597113727159,-0.009757291020291787,-124.05133291685736,3.00442168042169e-09
0.9958193557228968,0.010040135457598015,-0.009756414779811722,-124.02902921494619,2.9560861534533557e-09
0.9958230964506242,0.010045675258053027,-0.009755530341629829,-124.00662401084317,2.9017642872275665e-09
0.9958268350117568,0.010051216520875744,-0.009754637691571815,-123.98411553012323,2.8434608654998967e-09
0.9958305713957318,0.01005675925195372,-0.009753736814774792,-123.96150466696928,2.7979311953657194e-09
0.995834305592066,0.010062303457104248,-0.009752827696759314,-123.93879072445179,2.8448629296177702e-09
0.9958380375902002,0.010067849142178014,-0.009751910322789964,-123.91597311701744,2.7018779177004387e-09
0.9958417673795118,0.0100733963130518,-0.009750984677921052,-123.89305373376423,2.6719737248632887e-09
0.995845494949553,0.010078944975467205,-0.009750050747989344,-123.87002852938579,2.622270697058818e-09
0.9958492202894764,0.010084495135416784,-0.009749108517229444,-123.84690115792982,2.5906691441147856e-09
0.9958529433887814,0.010090046798643124,-0.009748157971371156,-123.82366964882651,2.5527819342458888e-09
0.9958566642367678,0.010095599971004454,-0.009747199095373771,-123.80033223824316,2.5222055348592488e-09
0.9958603828225572,0.010101154658460959,-0.009746231873513216,-123.77689141806513,2.4904547829264207e-09
0.9958640991355044,0.010106710866798516,-0.00974525629109118,-123.75334648715562,2.4563257262397798e-09
0.9958678131648888,0.010112268601835785,-0.009744272333149609,-123.72969541141352,2.430535340986187e-09
0.995871524899784,0.010117827869510513,-0.009743279983938964,-123.70593887879271,2.4022247144270906e-09
0.9958752343293228,0.010123388675702873,-0.009742279228010057,-123.68207794760842,2.3848545409009077e-09
0.995878941442732,0.010128951026211652,-0.009741270050361607,-123.6581108927678,2.3560943153107488e-09
0.9958826462290636,0.010134514926934141,-0.009740252435323685,-123.63403781948078,2.3473132418986994e-09
0.9958863486773708,0.010140080383747769,-0.00973922636729255,-123.60985851983568,2.323808550567192e-09
0.9958900487766792,0.010145647402529984,-0.009738191830605257,-123.58557281661501,2.3079024494330324e-09
0.9958937465159878,0.010151215989156435,-0.009737148809550684,-123.56118073722256,2.295529994610476e-09
0.9958974418842912,0.010156786149487548,-0.009736097288451612,-123.53668156239449,2.285355827418049e-09
0.9959011348705048,0.010162357889416626,-0.009735037251367295,-123.51207574068458,2.2766231180798725e-09
0.99590482546358,0.010167931214794418,-0.009733968682558236,-123.48736185711329,2.265300818970235e-09
